index,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,valence,genre,duration_mins
0,0,2014,0,0.789,0.915,0,-3.263,1,0.248,0.0135,8.77e-06,0.66,"pop, Dance/Electronic",3.06
1,0,2013,1,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.402,"hip hop, pop",4.66
2,1,2002,1,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.1,hip hop,4.96
3,0,2006,0,0.711,0.761,8,-3.04,1,0.225,0.067,0,0.718,"hip hop, pop",4.06
4,0,2017,1,0.613,0.764,2,-6.509,1,0.136,0.0527,0,0.417,pop,3.47
5,1,2002,1,0.759,0.678,9,-5.148,0,0.314,0.23,0,0.327,hip hop,3.43
6,0,2008,0,0.636,0.946,10,-4.683,0,0.332,0.115,3.75e-05,0.891,"hip hop, pop, R&B",3.98
7,0,2005,0,0.939,0.498,5,-10.94,0,0.161,0.0444,0.00128,0.801,"pop, R&B",3.37
8,0,2018,0,0.792,0.895,1,-3.112,0,0.0589,0.165,0,0.794,"pop, latin",3.36
9,0,2014,1,0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.56,"pop, R&B",3.56
10,0,2017,0,0.703,0.832,0,-7.202,0,0.0689,0.00149,0.127,0.667,"pop, Dance/Electronic",3.27
11,0,2016,0,0.766,0.5,11,-7.558,1,0.0695,0.719,5.91e-06,0.71,"hip hop, pop",3.99
12,0,2007,1,0.72,0.668,9,-7.928,1,0.0269,0.0652,0.00664,0.768,pop,4.67
13,1,2014,1,0.742,0.595,9,-7.51,1,0.107,0.15,0,0.431,"hip hop, pop, R&B, Dance/Electronic",3.78
14,1,2016,1,0.895,0.681,7,-5.267,0,0.358,0.157,0,0.554,"hip hop, pop",4
15,0,2018,1,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.603,"pop, Dance/Electronic",3.12
16,0,2009,1,0.268,0.742,5,-4.939,1,0.0355,0.0518,0,0.416,rock,5.35
17,1,2003,1,0.646,0.813,6,-3.846,0,0.299,0.349,9.37e-05,0.895,"hip hop, pop",3.74
18,1,2001,0,0.607,0.637,1,-11.072,1,0.241,0.0191,0,0.818,Dance/Electronic,5.05
19,1,2014,0,0.847,0.769,11,-5.761,0,0.258,0.0145,0.00012,0.626,"hip hop, pop, R&B",3.42
20,0,2012,1,0.661,0.729,7,-6.561,1,0.0376,0.00215,0.0013,0.668,pop,3.87
21,0,2016,1,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.632,pop,3.77
22,0,2017,1,0.548,0.65,8,-5.827,0,0.0591,0.219,0,0.557,"hip hop, pop, Dance/Electronic",3.25
23,0,2018,1,0.815,0.518,7,-6.594,0,0.0897,0.223,0,0.877,"rock, pop",2.96
24,1,2013,0,0.681,0.463,6,-6.542,0,0.289,0.128,0,0.661,hip hop,3.93
25,0,2009,1,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.767,pop,3.16
26,1,2001,0,0.969,0.701,1,-7.503,1,0.156,0.14,0.00161,0.905,"hip hop, pop, R&B",4.82
27,1,2011,0,0.364,0.752,2,-5.429,1,0.304,0.0007,0,0.606,"hip hop, pop",4.14
28,1,2015,1,0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.603,"hip hop, pop",3.28
29,0,2000,1,0.659,0.812,4,-7.499,0,0.0487,0.23,0,0.888,"hip hop, pop, R&B",3.92
30,1,2019,1,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.327,pop,2.98
31,0,2002,0,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.717,"rock, easy listening",3.53
32,1,2008,1,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.773,"hip hop, pop",3.7
33,0,2007,0,0.261,0.562,8,-3.667,1,0.0301,0.423,7.54e-06,0.167,"pop, R&B",4.29
34,0,2001,0,0.574,0.691,6,-5.103,1,0.035,0.0826,1.65e-05,0.195,pop,4.33
35,0,2014,1,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.162,"rock, pop",4.46
36,0,2002,1,0.56,0.825,11,-3.862,1,0.0379,0.323,0,0.268,"Folk/Acoustic, pop",3.96
37,0,2011,1,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.161,pop,4.75
38,0,2001,0,0.652,0.41,4,-8.323,0,0.158,0.333,0,0.495,"pop, R&B",5.06
39,0,2001,0,0.872,0.868,10,-3.036,0,0.12,0.153,2.26e-05,0.822,"hip hop, pop, R&B",3.85
40,0,2007,1,0.584,0.699,1,-6.065,0,0.0378,6.52e-05,6.05e-05,0.585,"pop, R&B",3.54
41,0,2007,0,0.787,0.808,7,-5.454,1,0.0511,0.0143,0.257,0.942,"hip hop, pop, Dance/Electronic",5.56
42,0,2019,1,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.72,"hip hop, latin, Dance/Electronic",4.28
43,1,2008,1,0.512,0.864,7,-4.146,1,0.0338,0.000821,0,0.527,"rock, metal",3.71
44,1,2002,0,0.701,0.677,11,-6.591,0,0.147,0.0737,0.000162,0.367,"pop, R&B",3.77
45,0,2015,1,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.53,"rock, pop",4.4
46,0,2000,1,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33e-05,0.789,"rock, pop",3.86
47,0,2011,0,0.471,0.514,1,-5.599,1,0.0315,0.584,0,0.373,"pop, R&B",3.32
48,0,2012,0,0.676,0.935,11,-4.55,1,0.0692,0.357,0,0.85,"country, latin",2.78
49,0,2001,0,0.707,0.869,5,-4.525,0,0.0481,0.104,0.000121,0.621,"hip hop, pop, R&B",4.1
50,0,2017,1,0.576,0.782,6,-4.825,0,0.0296,0.00778,0,0.355,"pop, Dance/Electronic",3.73
51,0,2006,0,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.511,pop,3.82
52,0,2018,1,0.778,0.566,2,-6.959,0,0.0311,0.672,0.000197,0.479,"hip hop, pop, Dance/Electronic",3.1
53,1,2002,0,0.784,0.459,4,-9.74,0,0.317,0.0847,0,0.618,"hip hop, pop, R&B",5.07
54,1,2010,1,0.66,0.867,6,-4.285,0,0.116,0.11,0,0.377,"hip hop, pop",3.01
55,1,2016,0,0.756,0.589,0,-5.093,1,0.232,0.0812,0,0.811,"pop, Dance/Electronic",3.43
56,0,2009,1,0.623,0.793,11,-6.63,0,0.0462,0.000397,0.0015,0.36,pop,4.57
57,1,2015,1,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.961,pop,3.13
58,0,2019,0,0.585,0.782,1,-4.101,0,0.0897,0.269,0,0.521,"hip hop, pop, Dance/Electronic",2.82
59,1,2015,1,0.589,0.658,11,-5.288,0,0.203,0.0242,0,0.251,"hip hop, pop",3.73
60,1,2004,1,0.657,0.734,8,-4.832,0,0.484,0.149,0,0.434,hip hop,3.73
61,0,2001,0,0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.73,"pop, R&B",5.5
62,1,2010,0,0.544,0.781,10,-3.616,1,0.189,0.014,0,0.277,"hip hop, pop",3.88
63,0,2008,0,0.645,0.984,4,-7.051,1,0.0508,0.164,0.00701,0.553,pop,2.94
64,0,2002,0,0.701,0.669,1,-5.265,1,0.107,0.271,0,0.446,"hip hop, pop, R&B",4.24
65,0,2004,0,0.795,0.919,9,-3.07,0,0.0835,0.37,0.00863,0.96,"pop, Dance/Electronic",3.46
66,0,2016,0,0.689,0.791,0,-5.194,0,0.053,0.023,0,0.755,pop,3.51
67,0,2017,1,0.538,0.804,8,-5.194,1,0.0358,0.0041,0,0.507,pop,3.29
68,1,2010,1,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.221,hip hop,4.99
69,0,2001,0,0.721,0.737,5,-2.734,0,0.0324,0.121,0,0.931,pop,3.73
70,0,2009,0,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.65,pop,3.97
71,0,1999,1,0.434,0.897,0,-4.918,1,0.0488,0.0103,0,0.684,"rock, pop",2.78
72,1,2018,1,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.552,hip hop,3.87
73,1,2020,0,0.527,0.834,5,-5.767,0,0.0474,0.0411,0.00599,0.381,pop,3.57
74,0,2010,0,0.689,0.615,8,-5.022,0,0.0563,0.352,0,0.783,"pop, Dance/Electronic",3.42
75,0,2010,0,0.689,0.615,8,-5.022,1,0.0828,0.0584,0,0.505,"hip hop, pop",3.42
76,1,2016,1,0.617,0.567,0,-4.188,0,0.0563,0.352,0,0.783,"pop, Dance/Electronic",3.63
77,1,2016,1,0.617,0.567,0,-4.188,1,0.0828,0.0584,0,0.505,"hip hop, pop",3.63
78,0,2001,0,0.499,0.72,8,-9.101,1,0.0286,0.00466,0.00303,0.652,"pop, Folk/Acoustic",3.63
79,0,2013,1,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.331,"pop, R&B",4.49
80,0,2004,0,0.561,0.452,9,-7.324,0,0.0336,0.409,0,0.316,set(),3.83
81,0,2016,1,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.422,"pop, Dance/Electronic",4.56
82,0,2010,1,0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.714,pop,3.43
83,0,2009,0,0.209,0.872,9,-2.996,1,0.0757,0.217,0,0.294,"pop, R&B",4.69
84,1,2001,1,0.839,0.706,5,-6.104,0,0.199,0.208,0,0.839,"hip hop, pop, R&B",4.09
85,0,2014,1,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.779,"hip hop, pop",4.1
86,0,2004,0,0.805,0.754,10,-6.825,0,0.0394,0.0884,1.77e-06,0.88,set(),4.43
87,0,2006,1,0.447,0.568,2,-4.975,1,0.0305,0.295,3.26e-06,0.149,"rock, pop",4.16
88,1,2008,1,0.727,0.729,0,-2.99,1,0.326,0.171,0,0.512,R&B,4.75
89,1,2004,1,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.769,rock,2.94
90,0,2000,0,0.631,0.734,5,-7.48,0,0.036,0.348,0,0.591,pop,4.56
91,1,2014,1,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.646,"hip hop, pop",4.34
92,0,2003,0,0.638,0.54,0,-6.849,1,0.0473,0.506,0,0.352,"pop, R&B",3.65
93,0,2010,0,0.482,0.829,5,-5.576,1,0.0437,0.00034,0,0.739,"rock, pop",3.54
94,0,2014,1,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.328,pop,3.85
95,0,2013,0,0.593,0.914,1,-5.351,1,0.0363,0.00137,0.445,0.0381,"pop, Dance/Electronic",2.94
96,0,2000,0,0.61,0.82,3,-10.029,1,0.0312,0.000211,0.146,0.45,Dance/Electronic,7.55
97,0,2002,0,0.7,0.787,6,-5.176,0,0.0327,0.00666,3.68e-05,0.556,"hip hop, pop, R&B",4.53
98,1,2013,1,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.131,pop,4.07
99,0,2007,0,0.486,0.765,4,-4.23,0,0.128,0.0239,3.02e-05,0.386,"rock, blues",4.37
100,0,2018,0,0.671,0.834,1,-3.928,0,0.0885,0.0387,0,0.454,Dance/Electronic,3.18
101,1,2015,1,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.131,"hip hop, Dance/Electronic",4.38
102,0,2019,0,0.716,0.823,5,-5.313,0,0.0495,0.132,0,0.91,pop,2.7
103,0,2003,0,0.7,0.72,1,-6.061,1,0.0261,0.285,0,0.654,pop,3.8
104,0,2017,0,0.628,0.797,11,-3.953,0,0.0596,0.0364,0,0.321,"hip hop, pop, Dance/Electronic",3.58
105,0,2007,1,0.653,0.604,8,-6.017,1,0.0278,0.0292,0,0.101,"hip hop, pop, R&B",3.07
106,0,2014,0,0.776,0.574,5,-9.882,0,0.0317,0.466,7.83e-05,0.412,"pop, Dance/Electronic",2.31
107,0,2005,1,0.68,0.87,5,-4.461,1,0.0393,0.266,0,0.646,country,3.8
108,0,2012,1,0.571,0.873,0,-3.382,0,0.1,0.0811,0,0.613,pop,3.82
109,1,2011,0,0.716,0.838,10,-4.289,1,0.0513,0.134,0,0.646,"hip hop, pop",3.7
110,1,2004,0,0.646,0.796,2,-6.152,1,0.366,0.409,0,0.676,hip hop,4.42
111,0,2017,0,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.777,pop,3.52
112,0,2005,1,0.86,0.907,2,-3.321,1,0.0407,0.279,0.693,0.786,pop,2.81
113,1,2015,1,0.823,0.563,6,-5.095,1,0.0443,0.0399,0,0.682,"hip hop, pop, R&B",3.75
114,1,2007,1,0.63,0.782,8,-5.44,0,0.132,0.0828,0,0.418,"hip hop, pop",4.13
115,1,2018,1,0.745,0.346,1,-7.709,1,0.331,0.00552,0,0.112,"hip hop, pop",3.95
116,0,2012,1,0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.585,"rock, metal",3.84
117,0,2017,0,0.763,0.598,11,-6.865,1,0.0539,0.0714,0,0.182,"hip hop, Dance/Electronic",3.18
118,0,2010,1,0.728,0.859,5,-5.237,0,0.223,0.0084,5.37e-06,0.46,"hip hop, pop, R&B",3.57
119,0,2010,1,0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.535,pop,3.57
120,1,2002,0,0.567,0.58,4,-5.757,0,0.223,0.0084,5.37e-06,0.46,"hip hop, pop, R&B",4.43
121,1,2002,0,0.567,0.58,4,-5.757,0,0.137,0.0401,0,0.535,pop,4.43
122,0,2003,0,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16e-06,0.791,"pop, R&B",4.08
123,1,2005,0,0.899,0.365,9,-5.461,0,0.105,0.0508,0,0.749,"hip hop, pop, R&B, latin",3.67
124,1,2006,1,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.378,R&B,4.02
125,0,2010,0,0.529,0.67,2,-4.663,1,0.0303,0.117,0,0.286,pop,4.88
126,1,2013,0,0.807,0.702,6,-6.594,0,0.0748,0.307,0,0.447,"hip hop, pop, R&B",3.98
127,0,2014,0,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.411,"hip hop, pop, Dance/Electronic",2.84
128,0,2017,1,0.675,0.751,0,-3.539,1,0.0296,0.0604,0,0.612,"pop, Dance/Electronic",3.02
129,0,2015,1,0.654,0.655,11,-7.388,0,0.106,0.0294,0,0.221,pop,3.34
130,0,2015,1,0.654,0.655,11,-7.388,1,0.19,0.0885,6.16e-06,0.287,pop,3.34
131,0,2014,0,0.646,0.794,7,-6.104,0,0.106,0.0294,0,0.221,pop,3.53
132,0,2014,0,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16e-06,0.287,pop,3.53
133,0,2009,0,0.67,0.866,1,-3.684,1,0.0538,0.0115,0,0.636,pop,3.44
134,0,2005,1,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.52,pop,3.89
135,1,2009,1,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.714,pop,4.91
136,0,2018,0,0.813,0.701,10,-4.428,1,0.0449,0.178,0,0.758,"pop, Dance/Electronic",3.57
137,1,2017,1,0.926,0.666,11,-5.314,1,0.244,0.0611,0,0.168,"hip hop, pop",5.72
138,0,2000,0,0.724,0.416,5,-8.964,0,0.0841,0.365,0,0.578,"hip hop, R&B",5.81
139,0,2014,1,0.718,0.792,7,-3.519,1,0.105,0.0467,3.65e-06,0.96,"pop, latin",4.06
140,0,2004,0,0.878,0.699,10,-5.897,0,0.132,0.0345,3.37e-06,0.666,pop,3.97
141,0,2014,1,0.706,0.786,0,-3.417,0,0.091,0.26,0,0.751,"hip hop, pop",3.32
142,0,2015,0,0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.593,"hip hop, pop, Dance/Electronic",3.22
143,1,2011,1,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.576,"hip hop, pop, Dance/Electronic",3.59
144,1,2017,1,0.884,0.347,8,-8.227,0,0.35,0.015,7e-06,0.376,hip hop,3.67
145,0,2010,0,0.769,0.922,1,-1.966,1,0.108,0.000939,0.197,0.506,Dance/Electronic,3.28
146,1,2007,0,0.675,0.394,8,-8.539,1,0.133,0.0611,0,0.405,"hip hop, pop, R&B",3.98
147,0,2012,0,0.61,0.863,5,-2.632,0,0.206,0.186,0,0.508,pop,4.17
148,0,2009,0,0.613,0.634,2,-3.472,1,0.0339,0.0178,0,0.37,"pop, R&B",4.03
149,1,2018,1,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.443,pop,3.27
150,1,2009,0,0.649,0.713,7,-6.488,1,0.295,0.000787,0,0.629,hip hop,2.74
151,0,1999,0,0.683,0.866,1,-5.436,0,0.0329,0.0395,0.00161,0.542,"pop, latin",3.66
152,1,2005,1,0.726,0.7,2,-5.881,0,0.0998,0.0717,0,0.673,"pop, R&B",4.11
153,0,2009,0,0.894,0.93,11,-4.577,1,0.0712,0.0355,0,0.968,pop,3.28
154,1,2005,1,0.893,0.74,11,-4.936,0,0.132,0.299,0,0.963,"hip hop, pop",4.99
155,1,2005,1,0.893,0.74,11,-4.936,0,0.0889,0.123,0,0.629,pop,4.99
156,0,2008,0,0.74,0.945,0,-4.442,0,0.132,0.299,0,0.963,"hip hop, pop",5.22
157,0,2008,0,0.74,0.945,0,-4.442,0,0.0889,0.123,0,0.629,pop,5.22
158,0,2007,1,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.769,"hip hop, pop, R&B",3.76
159,0,2007,0,0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.418,"pop, R&B",3.33
160,0,2010,0,0.708,0.771,5,-6.99,0,0.131,0.209,5.32e-06,0.494,"pop, R&B",4.19
161,0,2019,0,0.415,0.775,5,-6.366,0,0.161,0.0658,0.00431,0.536,"hip hop, pop, R&B",3.76
162,0,2012,1,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.526,pop,3.8
163,1,2001,1,0.802,0.341,7,-8.56,1,0.488,0.169,0,0.849,hip hop,3.3
164,0,2007,1,0.81,0.538,0,-5.784,0,0.0356,0.528,0,0.828,"pop, R&B",4.45
165,0,2004,1,0.587,0.583,5,-5.284,0,0.0313,0.248,0,0.15,"pop, R&B",3.66
166,0,2007,0,0.684,0.606,5,-7.268,0,0.0504,0.17,0,0.723,"hip hop, pop, R&B, Dance/Electronic",4.59
167,1,2014,0,0.716,0.67,11,-5.779,1,0.194,0.251,0,0.124,"hip hop, pop",4.5
168,1,2009,1,0.733,0.664,8,-6.163,1,0.295,0.102,0,0.557,"hip hop, pop",4.8
169,0,2005,0,0.938,0.735,7,-6.382,1,0.0434,0.00952,0,0.55,"pop, R&B",3.82
170,0,2005,1,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.29,"pop, country",3.33
171,0,2007,1,0.715,0.8,4,-5.144,0,0.057,0.0271,0,0.445,"hip hop, pop",3.6
172,0,2003,1,0.595,0.489,7,-6.66,1,0.0271,0.497,0,0.0902,metal,4.5
173,0,2004,0,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.425,"pop, R&B",3.32
174,0,2017,0,0.779,0.787,10,-4.305,0,0.108,0.0524,0,0.708,rock,3.41
175,0,2000,0,0.518,0.83,6,-6.814,0,0.0386,0.0404,3.85e-06,0.527,"pop, rock",4.27
176,1,2013,1,0.739,0.872,11,-4.059,0,0.333,0.0217,0,0.684,hip hop,3.98
177,1,2010,0,0.431,0.894,5,-2.673,0,0.33,0.0951,0,0.605,"hip hop, pop, R&B",4.31
178,0,2013,1,0.652,0.877,1,-2.986,1,0.0465,0.0227,0,0.486,pop,3.34
179,0,2011,1,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.297,"pop, R&B",4.23
180,0,2005,1,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.369,"rock, metal",4.26
181,0,2018,1,0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.116,"pop, R&B",3.82
182,1,2018,1,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.341,hip hop,3.85
183,0,2000,1,0.671,0.88,8,-6.149,0,0.0552,0.00181,0.691,0.782,pop,3.58
184,0,2019,0,0.451,0.682,2,-5.295,0,0.029,0.205,0,0.254,"pop, rock, metal",3.73
185,0,2007,1,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43e-05,0.549,"pop, R&B",3.9
186,0,2006,1,0.708,0.641,7,-4.296,1,0.0335,0.205,0,0.253,"pop, R&B",4.47
187,0,2009,0,0.616,0.596,4,-5.035,1,0.0289,0.654,0,0.58,country,3.4
188,1,1999,1,0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.942,hip hop,4.72
189,0,2003,0,0.669,0.873,8,-4.315,1,0.0494,0.00204,0,0.827,"rock, pop",3.76
190,1,2010,1,0.633,0.673,6,-6.403,0,0.258,0.297,0,0.659,"hip hop, pop",3.52
191,0,2009,1,0.677,0.523,7,-5.603,0,0.0439,0.295,0,0.446,"hip hop, pop, R&B",3.78
192,1,2015,1,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.395,"hip hop, pop, R&B",3.66
193,0,2008,0,0.383,0.703,4,-5.65,0,0.0763,0.00116,2.39e-05,0.42,"pop, Dance/Electronic",3.54
194,1,2016,1,0.794,0.632,0,-6.163,1,0.0649,0.142,0,0.355,"hip hop, pop",4.86
195,0,2004,0,0.562,0.865,7,-6.476,0,0.0922,2.06e-05,0.591,0.35,rock,3.43
196,0,2005,0,0.748,0.786,4,-7.788,0,0.0641,0.328,0,0.917,"World/Traditional, pop, Folk/Acoustic",2.87
197,0,2015,0,0.777,0.896,4,-4.467,1,0.0619,0.0352,0,0.843,pop,3.53
198,1,2013,0,0.578,0.825,1,-6.107,1,0.322,0.000986,0,0.283,hip hop,3.13
199,1,2014,1,0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.519,"hip hop, pop",3.49
200,1,2011,1,0.684,0.834,2,-4.524,0,0.0675,0.0646,0,0.538,"hip hop, pop",3.63
201,1,2010,0,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.519,"pop, Dance/Electronic",2.87
202,0,2014,1,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.348,"hip hop, pop, Dance/Electronic",3.55
203,1,2008,0,0.673,0.614,7,-5.426,1,0.103,0.0782,0,0.362,"hip hop, pop, R&B",4.83
204,0,2014,1,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.57,pop,3.86
205,1,2007,1,0.529,0.967,1,-3.647,0,0.0508,0.114,0,0.596,"rock, metal",2.77
206,0,2007,1,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.225,"pop, R&B",4.37
207,0,2011,0,0.45,0.846,9,-4.712,0,0.0472,0.00523,0,0.402,Dance/Electronic,3.89
208,0,2010,1,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.812,"pop, Dance/Electronic",3.67
209,0,2012,0,0.531,0.843,9,-2.569,0,0.0429,0.0909,0,0.392,"pop, country",4
210,0,2013,0,0.861,0.504,7,-7.707,1,0.0489,0.00412,1.78e-05,0.881,"pop, R&B",4.38
211,0,2001,0,0.432,0.936,3,-4.537,0,0.0562,0.00691,0,0.499,"rock, metal",5.07
212,1,2019,0,0.887,0.765,2,-5.207,1,0.0669,0.00915,0.000872,0.456,"hip hop, Dance/Electronic",2.95
213,1,2018,1,0.926,0.703,11,-6.337,0,0.109,0.0672,0,0.458,"hip hop, pop",3.73
214,1,2018,1,0.926,0.703,11,-6.337,0,0.103,0.0659,0,0.485,"hip hop, pop",3.73
215,1,2017,0,0.929,0.723,11,-5.792,0,0.109,0.0672,0,0.458,"hip hop, pop",3.73
216,1,2017,0,0.929,0.723,11,-5.792,0,0.103,0.0659,0,0.485,"hip hop, pop",3.73
217,0,2017,0,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.582,"pop, Dance/Electronic",2.72
218,0,2013,0,0.577,0.576,2,-6.299,1,0.0563,0.0143,0,0.12,"pop, R&B",3.9
219,0,2013,0,0.575,0.821,0,-5.7,1,0.0527,0.181,0,0.449,pop,3.97
220,0,2011,0,0.624,0.977,11,-3.34,0,0.22,0.00615,0,0.74,"hip hop, pop, Dance/Electronic",2.96
221,1,2009,1,0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.402,"hip hop, pop",4.19
222,0,2014,0,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.576,"pop, Dance/Electronic",2.83
223,0,2001,0,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.637,"pop, R&B",3.47
224,0,2017,1,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.112,"pop, Dance/Electronic",3.02
225,0,2011,1,0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.494,pop,4.34
226,0,2012,0,0.18,0.636,4,-6.591,0,0.0439,0.209,0.000133,0.39,pop,4.77
227,0,1999,0,0.633,0.922,11,-4.842,0,0.0454,0.116,0.000465,0.686,pop,4.06
228,0,2003,0,0.542,0.589,8,-6.813,1,0.0284,0.246,0,0.336,pop,4.19
229,0,2006,0,0.906,0.633,4,-5.316,1,0.19,0.000182,8.34e-06,0.779,"pop, R&B, Dance/Electronic",4.57
230,1,2010,0,0.845,0.601,1,-5.283,1,0.161,0.0205,0,0.329,"hip hop, pop, R&B",4.03
231,1,2004,1,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54e-05,0.506,rock,4.35
232,0,2012,0,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.759,"hip hop, pop, Dance/Electronic",3.7
233,1,2017,1,0.78,0.575,1,-5.628,0,0.139,0.106,0,0.273,"hip hop, pop",3.71
234,0,2000,0,0.852,0.75,8,-5.153,1,0.168,0.434,0,0.934,"hip hop, pop, R&B",2.93
235,0,2019,0,0.645,0.862,11,-4.757,0,0.0965,0.0923,0,0.798,pop,3.83
236,0,2012,0,0.717,0.55,10,-6.019,0,0.0519,0.0358,0.00198,0.331,pop,2.86
237,0,2014,0,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.284,pop,3.58
238,1,2009,0,0.44,0.517,0,-7.355,1,0.363,0.428,0,0.475,"pop, R&B",4.15
239,0,2010,1,0.607,0.934,3,-4.217,1,0.0314,0.0327,0,0.568,"hip hop, pop",3.36
240,0,2007,0,0.712,0.911,5,-3.866,0,0.0445,0.689,8.02e-06,0.85,pop,3.27
241,0,2003,1,0.579,0.849,4,-5.218,0,0.0303,0.108,0,0.581,"rock, metal",3.28
242,0,2017,0,0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.686,"hip hop, pop, Dance/Electronic",3.46
243,0,2017,0,0.722,0.744,11,-5.52,1,0.029,0.173,0,0.278,"pop, country",3.46
244,0,1999,1,0.529,0.496,7,-9.007,0,0.0363,0.0234,0.000157,0.686,"hip hop, pop, Dance/Electronic",4.18
245,0,1999,1,0.529,0.496,7,-9.007,1,0.029,0.173,0,0.278,"pop, country",4.18
246,0,2000,1,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8e-05,0.768,"pop, Folk/Acoustic",3.46
247,0,2012,1,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.286,rock,3.78
248,0,2007,1,0.42,0.974,1,-4.706,1,0.191,8.15e-05,0.00155,0.463,rock,2.88
249,1,2004,0,0.759,0.891,11,-2.983,1,0.257,0.0298,0,0.587,"hip hop, pop",3.61
250,0,2003,1,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.296,metal,3.93
251,0,2008,1,0.57,0.717,1,-4.914,1,0.029,0.00967,0,0.321,"pop, R&B",4.17
