index,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,valence,genre,duration_mins
1930,1,2006,1,0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.407,rock,3.37
1931,0,2011,0,0.443,0.683,2,-5.521,1,0.0343,0.0198,5.26e-06,0.447,pop,3.77
1932,0,2011,0,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89e-05,0.88,"rock, metal",3.18
1933,0,2001,0,0.955,0.839,3,-3.399,0,0.127,0.0934,0.000175,0.825,"hip hop, pop, R&B",3.71
1934,0,2007,1,0.457,0.719,4,-3.921,0,0.0323,0.191,0,0.168,pop,4.01
1935,0,2001,1,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.871,"pop, latin",3.27
1936,0,2011,1,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.444,"hip hop, pop, R&B",4.04
1937,0,1999,0,0.664,0.396,5,-9.131,0,0.0298,0.52,0,0.453,"pop, R&B",4.23
1938,0,2003,1,0.835,0.687,5,-3.18,1,0.184,0.101,0,0.828,"hip hop, pop",4.54
1939,1,2012,1,0.666,0.876,3,-3.078,1,0.0414,0.055,0,0.552,"hip hop, pop, Dance/Electronic",3.25
1940,0,2001,1,0.596,0.661,5,-6.239,0,0.226,0.31,0,0.86,"hip hop, pop, R&B",3.88
1941,1,2005,0,0.684,0.819,1,-3.309,0,0.238,0.262,0.00197,0.25,"hip hop, pop, rock",3.86
1942,0,2016,1,0.552,0.689,10,-6.444,0,0.0425,0.0915,0,0.349,pop,2.83
1943,0,2001,1,0.558,0.719,2,-5.113,1,0.0267,0.0367,0,0.371,pop,3.48
1944,0,2001,1,0.558,0.719,2,-5.113,1,0.0334,0.82,0.000215,0.128,pop,3.48
1945,0,2011,0,0.597,0.115,9,-9.217,1,0.0267,0.0367,0,0.371,pop,3.29
1946,0,2011,0,0.597,0.115,9,-9.217,1,0.0334,0.82,0.000215,0.128,pop,3.29
1947,0,2012,1,0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.739,"hip hop, pop",3.74
1948,0,2003,0,0.512,0.525,5,-6.823,1,0.0401,0.327,3.3e-06,0.294,pop,4
1949,0,2013,0,0.665,0.844,10,-6.164,0,0.0501,0.00963,0.000215,0.902,"pop, Dance/Electronic",4.63
1950,0,2006,0,0.688,0.734,9,-4.569,1,0.0274,0.00462,0,0.46,pop,3.47
1951,0,2000,0,0.869,0.887,0,-4.505,1,0.0993,0.0605,0,0.784,R&B,3.31
1952,0,2011,1,0.682,0.927,4,-2.915,1,0.0479,0.0843,0,0.744,"pop, Dance/Electronic",3.26
1953,0,2010,1,0.675,0.602,11,-4.733,0,0.116,0.00377,0,0.933,"hip hop, pop, Dance/Electronic",3.35
1954,0,2001,1,0.747,0.706,4,-4.653,1,0.0413,0.0844,0.00355,0.567,pop,3.08
1955,0,2013,1,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.8,rock,2.69
1956,0,2012,0,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.575,pop,3.68
1957,0,2004,0,0.829,0.652,7,-8.693,0,0.108,0.067,0,0.726,"hip hop, pop, R&B",4.06
1958,0,2013,1,0.697,0.621,9,-6.886,0,0.25,0.0802,0,0.721,"hip hop, pop",3.22
1959,0,2012,1,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.437,"hip hop, pop",3.88
1960,1,2017,1,0.671,0.672,0,-3.094,0,0.0688,0.0329,0,0.632,"hip hop, pop",3.4
1961,0,2014,1,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.467,pop,3.67
1962,0,2012,0,0.738,0.875,7,-3.141,1,0.127,0.000673,0.000556,0.538,pop,3.66
1963,0,2012,0,0.738,0.875,7,-3.141,1,0.0253,0.0831,0,0.224,pop,3.66
1964,0,2013,0,0.474,0.707,7,-4.534,1,0.127,0.000673,0.000556,0.538,pop,4.2
1965,0,2013,0,0.474,0.707,7,-4.534,1,0.0253,0.0831,0,0.224,pop,4.2
1966,0,2019,0,0.669,0.895,5,-3.787,0,0.0575,0.128,0,0.576,"pop, Dance/Electronic",3.43
1967,0,2014,0,0.654,0.832,7,-4.164,0,0.0293,0.0126,0.0901,0.407,"pop, Dance/Electronic",2.96
1968,0,1999,0,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.141,"pop, rock, metal",4.58
1969,0,2005,0,0.477,0.865,4,-4.462,0,0.0395,0.00877,4.52e-05,0.413,"pop, Dance/Electronic",4.25
1970,0,2007,1,0.662,0.693,3,-4.298,1,0.108,0.0923,0,0.605,"pop, R&B",4.2
1971,0,2007,1,0.662,0.693,3,-4.298,1,0.0698,0.134,0,0.655,"hip hop, pop, R&B",4.2
1972,0,2003,0,0.553,0.756,0,-4.583,1,0.108,0.0923,0,0.605,"pop, R&B",3.2
1973,0,2003,0,0.553,0.756,0,-4.583,1,0.0698,0.134,0,0.655,"hip hop, pop, R&B",3.2
1974,1,2002,1,0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.662,hip hop,4.84
1975,1,2002,1,0.908,0.669,7,-2.827,1,0.0705,0.297,9.11e-06,0.533,"pop, Dance/Electronic",4.84
1976,1,2018,1,0.752,0.488,6,-7.05,1,0.0738,0.00286,0,0.662,hip hop,3.36
1977,1,2018,1,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.533,"pop, Dance/Electronic",3.36
1978,1,2017,1,0.662,0.858,2,-4.844,1,0.0428,0.00163,0,0.295,"pop, Dance/Electronic",3.03
1979,0,2012,1,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.402,"hip hop, pop, Dance/Electronic",3.47
1980,0,2017,1,0.724,0.804,11,-4.614,0,0.0448,0.124,0,0.306,pop,3.3
1981,0,2008,1,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.235,pop,3.74
1982,0,2006,0,0.474,0.71,1,-4.606,1,0.029,0.0548,0,0.591,"pop, R&B",3.5
1983,0,2010,0,0.888,0.823,10,-6.351,0,0.0538,0.00499,0,0.623,"hip hop, pop, R&B",3.47
1984,0,2010,0,0.888,0.823,10,-6.351,1,0.0946,0.0752,0,0.558,"hip hop, pop, R&B",3.47
1985,1,2016,1,0.725,0.534,11,-6.238,0,0.0538,0.00499,0,0.623,"hip hop, pop, R&B",3.66
1986,1,2016,1,0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.558,"hip hop, pop, R&B",3.66
1987,1,2013,0,0.63,0.816,9,-6.535,1,0.15,0.124,0.00111,0.85,pop,4.13
1988,1,2012,0,0.787,0.666,11,-4.475,1,0.0485,0.0409,1.91e-05,0.485,"hip hop, pop",3.65
1989,1,2002,1,0.884,0.677,1,-5.603,1,0.283,0.0778,0,0.584,"hip hop, pop, R&B",4.39
1990,0,2016,1,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.593,pop,3.57
1991,0,2015,1,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.594,pop,3.74
1992,0,2007,0,0.654,0.884,9,-5.466,1,0.202,0.151,0.000268,0.851,"pop, Dance/Electronic",3.18
1993,1,2019,1,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.388,hip hop,2.49
1994,0,2014,0,0.787,0.848,1,-4.696,1,0.0549,0.0915,0,0.947,"pop, Dance/Electronic",3.09
1995,0,2013,1,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.349,pop,3.69
1996,0,2015,1,0.261,0.302,5,-8.19,0,0.0339,0.769,2.57e-06,0.0883,pop,4.65
1997,0,2010,0,0.656,0.931,7,-4.188,1,0.0981,0.0613,0,0.534,"hip hop, pop, Dance/Electronic",3.46
1998,0,2019,1,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.694,latin,2.88
1999,1,2007,1,0.761,0.899,10,-3.09,0,0.183,0.0135,0,0.673,"hip hop, pop",3.63
2000,1,2017,1,0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.401,hip hop,3.05
2001,1,2011,1,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.7,"hip hop, pop, R&B",4.03
2002,0,2004,1,0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.583,"hip hop, pop, R&B",4.17
2003,1,2018,1,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.562,hip hop,2.37
2004,0,2005,1,0.536,0.612,4,-5.847,1,0.272,0.119,0,0.57,"hip hop, pop, R&B",3.82
2005,0,2007,1,0.412,0.876,5,-6.008,0,0.47,0.102,0,0.703,"hip hop, pop, R&B",4.55
2006,0,2008,0,0.687,0.771,6,-4.424,1,0.0384,0.164,2.46e-05,0.445,pop,3.85
2007,1,2016,0,0.876,0.669,11,-6.054,0,0.138,0.163,0,0.682,"hip hop, pop, Dance/Electronic",3.57
2008,0,2003,0,0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.249,"pop, R&B",6.11
2009,0,2015,0,0.336,0.664,7,-5.68,1,0.0898,0.159,2.79e-06,0.261,"pop, R&B",3.32
2010,0,2015,0,0.336,0.664,7,-5.68,1,0.102,0.166,1.31e-06,0.294,"pop, R&B",3.32
2011,0,2016,1,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79e-06,0.261,"pop, R&B",3.36
2012,0,2016,1,0.332,0.635,7,-5.653,1,0.102,0.166,1.31e-06,0.294,"pop, R&B",3.36
2013,0,2009,1,0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.4,pop,4.03
2014,0,2006,0,0.559,0.688,7,-6.496,1,0.114,0.216,0,0.578,"pop, R&B",3.55
2015,0,2006,0,0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.734,R&B,4.28
2016,0,2014,1,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.247,"hip hop, pop, Dance/Electronic",4.12
2017,0,2011,1,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.748,"pop, Dance/Electronic",3.59
2018,0,2005,0,0.129,0.358,10,-6.596,1,0.0314,0.631,0,0.172,pop,4.02
2019,0,2001,0,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.955,"pop, R&B",5.63
2020,0,1999,0,0.578,0.894,10,-5.42,1,0.0296,0.0103,2.66e-06,0.741,"pop, latin",5.79
2021,0,2006,0,0.467,0.921,2,-4.554,1,0.045,5.48e-05,0.0566,0.501,"World/Traditional, rock, pop",4.56
2022,1,2005,1,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.454,pop,3.49
2023,1,2008,1,0.55,0.917,0,-3.159,1,0.0638,0.00428,0,0.601,"rock, pop, metal",2.96
2024,1,2009,0,0.637,0.69,9,-3.214,0,0.0693,0.417,0,0.103,hip hop,4.23
2025,1,2011,1,0.715,0.655,0,-6.425,1,0.137,0.0525,0,0.531,"hip hop, pop",3.46
2026,0,2018,1,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.152,pop,3.39
2027,1,2005,0,0.838,0.594,4,-5.695,0,0.113,0.176,0,0.507,"hip hop, pop, R&B",4
2028,0,2007,0,0.344,0.921,2,-3.049,1,0.0459,0.00143,1.13e-05,0.396,"rock, pop",3.93
2029,0,2010,1,0.826,0.612,1,-3.891,1,0.0982,0.00681,0,0.756,"pop, Dance/Electronic",3.12
2030,0,2001,1,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.517,"rock, metal",4.27
2031,1,2018,1,0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.504,hip hop,3.81
2032,1,2018,1,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.274,hip hop,4.81
2033,0,2019,1,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.562,"pop, Dance/Electronic",3.23
2034,1,2019,1,0.4,0.795,10,-3.731,0,0.461,0.119,0,0.702,pop,3.1
2035,1,2019,1,0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.335,pop,3.17
2036,0,2019,1,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.196,"pop, Dance/Electronic",3.22
2037,0,2018,1,0.669,0.308,11,-10.068,1,0.029,0.883,0,0.52,hip hop,2.03
2038,1,2017,0,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.17,"hip hop, pop, Dance/Electronic",3.53
2039,0,2019,1,0.63,0.63,9,-6.211,1,0.0395,0.0131,0,0.163,"hip hop, pop",2.19
2040,1,2019,1,0.677,0.714,11,-5.637,1,0.0287,0.162,0,0.355,"hip hop, pop",2.28
2041,1,2016,1,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.43,"hip hop, Dance/Electronic",4.06
2042,0,2013,0,0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.253,pop,4.18
2043,1,2016,1,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.18,"hip hop, pop",4.18
2044,0,2019,0,0.599,0.733,11,-7.058,1,0.203,0.176,0,0.534,"pop, Dance/Electronic",2.71
2045,0,2018,1,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.12,"pop, Dance/Electronic",3.34
2046,1,2012,1,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.217,hip hop,5.84
2047,0,2018,1,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.354,pop,3.43
2048,0,2015,1,0.418,0.724,5,-3.724,1,0.0964,0.213,0,0.604,"hip hop, pop, R&B",3.97
2049,1,2018,1,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.129,hip hop,3.64
2050,0,2018,1,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.237,"pop, rock, Dance/Electronic",3.07
